position,examination
0,0.0
1,-0.45816797
2,-0.79261273
3,-0.944421
4,-1.0280046
5,-1.0911772
6,-1.1084411
7,-1.3718679
8,-1.4303932
9,-1.4971161
10,-1.5506768
11,-1.4368
12,-1.5382156
13,-1.6220357
14,-1.5919182
15,-1.6167519
16,-1.5938034
17,-1.545311
18,-1.3568997
19,-1.4410267
20,-1.3897636
21,-1.2617152
22,-1.2384133
23,-1.0794244
24,-0.97689444
