position,examination
0,0.0
1,-0.60894394
2,-0.9658102
3,-1.2267847
4,-1.4441439
5,-1.6263683
6,-1.7575921
7,-1.8997171
8,-1.9669791
9,-2.0850313
10,-2.152715
11,-2.2724197
12,-2.353535
13,-2.405089
14,-2.4813468
15,-2.4996662
16,-2.5824316
17,-2.6368887
18,-2.6771953
19,-2.7422829
20,-2.7997837
21,-2.8374348
22,-2.867659
23,-2.9189405
24,-2.942268
