position,examination
0,0.0
1,-0.5893042
2,-0.9734435
3,-1.2334555
4,-1.4382689
5,-1.6032699
6,-1.7553535
7,-1.8793726
8,-1.9839425
9,-2.0897923
10,-2.1519353
11,-2.258048
12,-2.321214
13,-2.4066944
14,-2.4818003
15,-2.5246537
16,-2.574762
17,-2.6594067
18,-2.6624653
19,-2.7075996
20,-2.7882767
21,-2.8158445
22,-2.885984
23,-2.9252224
24,-2.9435527
