position,examination
0,0.0
1,-0.6502025
2,-0.9974539
3,-1.283735
4,-1.4763088
5,-1.641956
6,-1.7917578
7,-1.9134276
8,-2.0236928
9,-2.1194086
10,-2.2138834
11,-2.2823439
12,-2.3712223
13,-2.4419968
14,-2.4936664
15,-2.6172876
16,-2.6264906
17,-2.6754227
18,-2.7471406
19,-2.7641473
20,-2.8381948
21,-2.9206395
22,-2.894542
23,-2.9283319
24,-3.0133977
