position,examination
0,0.0
1,-0.6822351
2,-1.0992098
3,-1.4166694
4,-1.6702012
5,-1.8789552
6,-2.0271578
7,-2.19787
8,-2.3302796
9,-2.4417279
10,-2.549978
11,-2.6445808
12,-2.7224298
13,-2.8394704
14,-2.9353805
15,-2.9686487
16,-3.0628152
17,-3.1197186
18,-3.155604
19,-3.205285
20,-3.2240002
21,-3.3237586
22,-3.3734608
23,-3.410464
24,-3.4575205
