feature,relevance
0,0.06909317
1,0.85858816
2,-1.485525
3,2.4596736
4,0.24226087
5,-0.791961
6,0.1744359
7,-2.6202245
8,-1.5018903
9,-2.6898777
10,1.1633658
11,-0.724959
12,2.1454077
13,0.98742455
14,-2.1717608
15,0.5070592
16,0.8370672
17,-0.06768328
18,0.57529867
19,-1.304398
20,1.917268
21,2.564237
22,0.08772321
23,-2.6930172
24,-0.6364292
25,-1.3756295
26,2.0960722
27,2.9495444
28,0.39443088
29,-2.5602355
30,-2.393684
31,2.060563
32,-1.8844659
33,2.9552436
34,-2.7893891
35,3.773601
36,0.29889762
37,-0.8446563
38,-0.82900256
39,-0.9374586
40,1.7184482
41,0.7587821
42,0.4078953
43,-1.4294198
44,2.9901483
45,2.3473024
46,0.8807848
47,-0.77983093
48,-1.3008636
49,1.314712
50,-0.61756855
51,0.14306267
52,-0.9981157
53,2.2876647
54,3.2302866
55,0.6040475
56,1.9465629
57,-0.7746906
58,-0.6016697
59,1.9008228
60,0.26394206
61,1.1739411
62,0.2721523
63,0.10281628
64,-2.48613
65,-0.11184747
66,-2.8796442
67,-2.467937
68,-1.4751313
69,4.650035
70,1.7804691
71,2.3360174
72,1.3276006
73,2.884841
74,-0.83014596
75,-2.5555398
76,0.3443862
77,1.9880278
78,0.2887941
79,1.4303986
80,2.4135303
81,1.8936684
82,-0.42442116
83,1.0902623
84,2.8119624
85,0.73990893
86,1.493138
87,1.9921247
88,-2.3383741
89,0.39607635
90,-1.3627
91,2.1217983
92,2.9885106
93,0.45897794
94,-1.3948047
95,-1.0631064
96,-0.6308322
97,1.7131613
98,0.7466867
99,0.7874098
