feature,relevance
0,-0.86636627
1,-2.1403594
2,-2.3927906
3,1.5743128
4,-0.72446316
5,-1.734567
6,-0.7843952
7,-3.528995
8,-2.458798
9,-3.6356833
10,0.24139051
11,-1.7388513
12,1.2442869
13,0.07121849
14,-3.1628933
15,-0.44409508
16,-2.1825416
17,-1.0104091
18,-0.32760602
19,-2.2433162
20,0.994946
21,-0.34276083
22,-0.8651067
23,-3.6657877
24,-1.6306005
25,-2.2962952
26,1.2128438
27,2.0490024
28,-0.560315
29,-3.464713
30,-3.3964784
31,1.1484603
32,-2.8506927
33,2.0310395
34,-3.6481934
35,1.0944661
36,-0.67965245
37,-1.8178566
38,-1.7246472
39,-1.9249822
40,0.831969
41,-2.271316
42,-0.5427871
43,-2.3609967
44,2.109262
45,1.4467138
46,-0.0579809
47,-1.6905366
48,-2.2343686
49,0.41378278
50,-1.5838124
51,-0.81713825
52,-2.038892
53,1.377796
54,0.4009893
55,-0.32837987
56,1.0276605
57,-1.6949371
58,-1.567106
59,0.97876394
60,-0.63991
61,0.25181833
62,-0.637861
63,-0.81897634
64,-3.4447834
65,-1.0279467
66,-3.8113189
67,-3.487165
68,-2.4705422
69,2.0757403
70,0.8669103
71,-0.603904
72,0.43865868
73,1.9950682
74,-1.7455639
75,-3.451757
76,-0.5731785
77,1.1176875
78,-0.6463571
79,0.5212383
80,1.5183432
81,0.9872345
82,-1.3895149
83,0.18361299
84,-0.06321838
85,-0.23486184
86,0.5874571
87,1.0865774
88,-3.2933369
89,-0.5318639
90,-2.432537
91,-0.8141073
92,2.0913322
93,-0.4008443
94,-2.4009564
95,-2.0279999
96,-1.6329998
97,0.8105792
98,-0.1613207
99,-0.13301443
