position,examination
0,0.0
1,-0.60472715
2,-0.97643495
3,-1.2272657
4,-1.436603
5,-1.6040891
6,-1.752099
7,-1.8894731
8,-1.9404545
9,-2.082884
10,-2.1774008
11,-2.2463284
12,-2.3228807
13,-2.4190872
14,-2.5031803
15,-2.506232
16,-2.5597954
17,-2.636622
18,-2.7292008
19,-2.72465
20,-2.7911053
21,-2.8149955
22,-2.8772137
23,-2.905303
24,-2.9949985
