position,examination
0,0.0
1,-0.66546154
2,-1.1335068
3,-1.4460437
4,-1.7015793
5,-1.9349115
6,-2.1102655
7,-2.2956634
8,-2.4274504
9,-2.559569
10,-2.7046847
11,-2.8521724
12,-2.9542315
13,-3.0067656
14,-3.130129
15,-3.23123
16,-3.3174949
17,-3.40836
18,-3.495388
19,-3.6359549
20,-3.6942773
21,-3.7504938
22,-3.8131952
23,-3.8768601
24,-4.0005336
