position,examination
0,0.0
1,-0.6663195
2,-1.0861304
3,-1.3797209
4,-1.5829501
5,-1.7901437
6,-1.9393749
7,-2.0603716
8,-2.1945503
9,-2.2834105
10,-2.3608046
11,-2.4677
12,-2.5443523
13,-2.621481
14,-2.699025
15,-2.7687063
16,-2.815436
17,-2.872641
18,-2.927118
19,-2.9514704
20,-3.0132687
21,-3.0919852
22,-3.1115112
23,-3.165928
24,-3.2248628
