position,examination
0,2.6831534
1,1.7946262
2,1.0314211
3,0.77458066
4,0.24781124
5,-0.021731969
6,-0.26400328
7,-0.5830659
8,-0.85096955
9,-1.3139087
10,-1.5269557
11,-1.876603
12,-1.7237998
13,-1.9485096
14,-1.5321845
15,-2.4890916
16,-0.37587762
17,0.031851392
18,0.8276273
19,7.100664
