position,examination
0,5.5061007
1,4.584353
2,3.8705108
3,3.5516715
4,3.056413
5,2.9018896
6,2.5591958
7,2.30906
8,1.988182
9,1.0770445
10,-3.3570323
11,-4.3193765
12,-4.41268
13,-5.0311375
14,-4.679162
15,-4.071407
16,-3.607013
17,-3.2289221
18,-2.4418628
19,3.7495723
