position,examination
0,0.0
1,-0.772733
2,-1.2526182
3,-1.5843098
4,-1.8726511
5,-2.1243699
6,-2.2856407
7,-2.4725592
8,-2.641484
9,-2.7849972
10,-2.899602
11,-3.0206273
12,-3.1090841
13,-3.2143137
14,-3.2739613
15,-3.3916097
16,-3.4552755
17,-3.5274053
18,-3.6029465
19,-3.669846
20,-3.7185962
21,-3.8053365
22,-3.8287485
23,-3.9191623
24,-3.9505892
