position,examination
0,0.0
1,-0.5912403
2,-0.99224734
3,-1.25867
4,-1.4420793
5,-1.5828981
6,-1.7698632
7,-1.8584001
8,-1.9457641
9,-2.0425992
10,-2.1208124
11,-2.21177
12,-2.2723203
13,-2.3263304
14,-2.367686
15,-2.4377794
16,-2.4827247
17,-2.5362465
18,-2.5659792
19,-2.5809546
20,-2.5603185
21,-2.5914874
22,-2.5771165
23,-2.581594
24,-2.4990387
