position,examination
0,0.0
1,-0.6463057
2,-1.0115883
3,-1.2793664
4,-1.4654368
5,-1.5989274
6,-1.7784141
7,-1.8857741
8,-1.9909393
9,-2.0549712
10,-2.1033502
11,-2.1556919
12,-2.270154
13,-2.2931273
14,-2.3061428
15,-2.3565152
16,-2.4078517
17,-2.4192057
18,-2.3748672
19,-2.3885682
20,-2.3455768
21,-2.304699
22,-2.2519202
23,-2.1505196
24,-1.9963288
