feature,relevance
0,1.0687089
1,-1.1669651
2,-1.5511447
3,2.5796244
4,0.19196309
5,-0.7690689
6,0.15392685
7,-2.807512
8,-1.4955337
9,-2.7814548
10,1.1312824
11,-0.6446679
12,3.8253937
13,1.0715336
14,-2.336828
15,0.5276438
16,-1.2985917
17,-0.13453448
18,0.65514374
19,-1.1958219
20,1.9512153
21,0.6338908
22,0.12529846
23,-2.6755495
24,-0.6636204
25,-0.4655329
26,2.3121057
27,3.2180276
28,0.33567265
29,-2.8755322
30,-2.3404014
31,2.1450088
32,-1.8760352
33,4.8593483
34,-2.7675407
35,2.0957973
36,0.25773862
37,-0.9424087
38,-0.742835
39,-1.0590308
40,1.8359398
41,-1.3940328
42,0.33162943
43,-0.6113969
44,3.1275492
45,2.4828641
46,0.8497099
47,-0.7540628
48,-1.3011876
49,1.2873092
50,-0.70960194
51,0.17161976
52,-1.0664781
53,2.3997743
54,1.4035188
55,0.6391261
56,3.556162
57,-0.7251651
58,-0.61730176
59,2.0311584
60,1.3505671
61,1.1599482
62,0.30403298
63,0.14867663
64,-2.9846246
65,-0.13435206
66,-2.7065575
67,-2.4627738
68,-1.5784632
69,3.1645837
70,1.8241587
71,0.30400166
72,1.4035938
73,3.0508382
74,-0.7518979
75,-2.45485
76,0.39228752
77,3.672207
78,0.20350489
79,1.4292969
80,2.5594282
81,3.4492955
82,-0.46830848
83,1.0824627
84,0.83764917
85,0.83634543
86,1.5284905
87,2.0831528
88,-2.447193
89,0.40394843
90,-1.4612756
91,0.037022036
92,4.790492
93,0.54133517
94,-1.4297979
95,-1.0885876
96,-0.68980443
97,1.813702
98,0.74904907
99,0.82783866
