feature,relevance
0,-0.25150487
1,-2.3202293
2,-1.8805348
3,2.3004496
4,-0.13452943
5,-1.1378976
6,-0.20695807
7,-3.4492164
8,-1.9694111
9,-3.425773
10,0.86141044
11,-1.083379
12,1.9709955
13,0.7836624
14,-2.9239902
15,0.19195206
16,-2.4490073
17,-0.4846596
18,0.39959723
19,-1.6403753
20,1.6762174
21,-0.2918469
22,-0.19881822
23,-3.2916336
24,-1.094009
25,-1.7219332
26,2.0375443
27,2.8830276
28,0.007945031
29,-3.5006924
30,-2.902641
31,1.8894731
32,-2.342804
33,2.7761943
34,-3.393675
35,1.4026318
36,-0.108775266
37,-1.3551567
38,-1.0501908
39,-1.525113
40,1.5849634
41,-2.5639293
42,-0.015757022
43,-1.8580335
44,2.8326242
45,2.221544
46,0.53720266
47,-1.0649012
48,-1.7335813
49,1.0153815
50,-1.1429511
51,-0.20366202
52,-1.5697585
53,2.1318538
54,0.6395865
55,0.32216993
56,1.7952732
57,-1.0912275
58,-0.9939133
59,1.748723
60,0.0016031263
61,0.88040227
62,0.024373889
63,-0.16670083
64,-3.605536
65,-0.48097724
66,-3.327437
67,-3.0613828
68,-2.0941765
69,2.541146
70,1.5368761
71,-0.6372695
72,1.1433157
73,2.7166452
74,-1.0671084
75,-3.0782552
76,0.10768706
77,1.8805323
78,-0.12691747
79,1.1637108
80,2.249325
81,1.703785
82,-0.85319334
83,0.8155283
84,-0.0320263
85,0.5212355
86,1.254992
87,1.7953327
88,-3.0622056
89,0.05479784
90,-1.9774873
91,-0.95302284
92,2.77295
93,0.25914335
94,-1.9402674
95,-1.5532572
96,-1.1355264
97,1.5460756
98,0.45695052
99,0.49396563
