feature,relevance
0,-1.8115884
1,-1.5627098
2,-2.022849
3,2.193644
4,-0.28108916
5,-1.3261561
6,-0.41918463
7,-3.6108024
8,-2.1578362
9,-3.601023
10,0.72612655
11,-1.2837306
12,0.8904784
13,0.6281702
14,-3.1334589
15,0.0474168
16,-1.6911532
17,-0.624571
18,0.25573012
19,-1.8328252
20,1.5641972
21,0.22190073
22,-0.37010074
23,-3.4768128
24,-1.2970867
25,-3.2280834
26,1.9418846
27,2.7788048
28,-0.16645958
29,-3.701628
30,-3.0879264
31,1.7633029
32,-2.540405
33,1.9542115
34,-3.5381274
35,1.6425779
36,-0.32725528
37,-1.534239
38,-1.2096027
39,-1.7284689
40,1.453905
41,-1.8351933
42,-0.17071229
43,-3.380066
44,2.7537832
45,2.1205804
46,0.35576788
47,-1.1937232
48,-1.9131565
49,0.8733701
50,-1.3457042
51,-0.363211
52,-1.7577486
53,2.0023048
54,1.0161425
55,0.14169902
56,0.67872053
57,-1.2695404
58,-1.2015501
59,1.61938
60,-1.4864777
61,0.73307085
62,-0.11853955
63,-0.34132054
64,-3.7150187
65,-0.6406194
66,-3.4617918
67,-3.313139
68,-2.3238473
69,2.6481428
70,1.4157617
71,-0.06317139
72,0.9896156
73,2.6334577
74,-1.2224236
75,-3.2134724
76,-0.058448438
77,0.79920846
78,-0.270936
79,0.998682
80,2.131916
81,0.53353506
82,-1.0435182
83,0.6844098
84,0.44390264
85,0.34921515
86,1.1430882
87,1.6961074
88,-3.2424846
89,-0.11762316
90,-2.2007258
91,-0.34815735
92,1.9613894
93,0.10041663
94,-2.136832
95,-1.750104
96,-1.308682
97,1.4221196
98,0.2972684
99,0.3205349
