feature,relevance
0,-2.9490356
1,-1.7577468
2,-2.3035553
3,2.1957195
4,-0.4074397
5,-1.5456417
6,-0.5676407
7,-4.252519
8,-2.5517929
9,-4.220935
10,0.6752232
11,-1.5425409
12,0.43635067
13,0.56320137
14,-3.7356915
15,-0.05972688
16,-1.8781736
17,-0.7780663
18,0.18943855
19,-2.1278396
20,1.5390322
21,0.14928629
22,-0.48272225
23,-4.085985
24,-1.5297186
25,-4.4655704
26,1.922298
27,2.7762454
28,-0.26658845
29,-4.3614016
30,-3.6169233
31,1.7609085
32,-2.9572792
33,1.734909
34,-4.1340003
35,1.6051973
36,-0.45771846
37,-1.8099293
38,-1.3776623
39,-2.0824823
40,1.4380896
41,-2.064315
42,-0.29652554
43,-4.6143146
44,2.7423496
45,2.1134977
46,0.27969784
47,-1.3696274
48,-2.2443383
49,0.8453247
50,-1.6249243
51,-0.5091086
52,-2.0826118
53,2.0009503
54,0.96614724
55,0.04201939
56,0.18500185
57,-1.5136983
58,-1.4450127
59,1.6154648
60,-2.5642974
61,0.68921274
62,-0.20484546
63,-0.45665032
64,-4.3299036
65,-0.7912928
66,-4.028973
67,-3.9204538
68,-2.7811623
69,2.645722
70,1.376411
71,-0.13119702
72,0.9597325
73,2.625896
74,-1.4197948
75,-3.7796211
76,-0.13932098
77,0.33080512
78,-0.3859828
79,0.9807501
80,2.1329162
81,-0.027675606
82,-1.2818538
83,0.64912117
84,0.40176418
85,0.2842424
86,1.1103126
87,1.6817769
88,-3.8343022
89,-0.22115879
90,-2.6351466
91,-0.4375099
92,1.7306272
93,0.031905442
94,-2.5541399
95,-2.072093
96,-1.5478747
97,1.3992387
98,0.23738225
99,0.23150909
