feature,relevance
0,2.9046354
1,1.8589284
2,1.1059768
3,-0.642401
4,0.9335878
5,-0.8680519
6,1.1167154
7,-1.115667
8,0.5073093
9,0.5392856
10,-1.0119936
11,-2.3858335
12,-1.4137518
13,1.2871454
14,1.1466775
15,-0.67582244
16,1.6860523
17,-0.6624919
18,0.016522123
19,-2.4154718
20,1.9088887
21,2.8520439
22,0.132298
23,1.9761856
24,-0.19543251
25,-1.6693721
26,-0.6851026
27,-0.3509478
28,2.3148477
29,-0.50461763
30,-1.648568
31,0.45638758
32,0.5520216
33,-0.6734711
34,-1.8087438
35,-0.26745075
36,-0.50195736
37,1.1413918
38,-0.75061136
39,2.8872313
40,-0.010181213
41,1.340939
42,-0.9003391
43,-1.5107049
44,2.4421415
45,-2.5098598
46,0.6002513
47,-1.9648707
48,-2.3989418
49,1.1812251
50,2.6523364
51,0.8476516
52,-0.49050325
53,-0.8678614
54,-1.2870328
55,0.66082925
56,1.3663955
57,-2.3151872
58,1.0634333
59,1.779929
60,2.3000853
61,0.9181079
62,-0.83996993
63,0.9875316
64,0.80678815
65,-2.5275323
66,-2.2416825
67,-2.3060696
68,0.9636117
69,0.8025378
70,2.8752842
71,0.41641194
72,-0.84120876
73,-0.5543299
74,-0.8741388
75,-1.1262289
76,-0.5318396
77,0.661791
78,-2.0972629
79,-0.043846626
80,0.019293703
81,1.9184831
82,2.8140528
83,-1.2926195
84,0.036925133
85,1.5664814
86,1.2689099
87,1.6481732
88,-0.023545709
89,-0.7461523
90,-0.84067273
91,-0.71003187
92,-2.3692424
93,-0.8483157
94,-1.4520664
95,1.9860921
96,2.9185612
97,-1.74934
98,-0.91998243
99,0.30066502
