feature,relevance
0,3.033397
1,1.9292612
2,1.1637722
3,-0.6185088
4,0.97919714
5,-0.843086
6,1.1682049
7,-1.0911567
8,0.54605854
9,0.58049
10,-0.9892887
11,-2.3646724
12,-1.3951347
13,1.3476212
14,1.198043
15,-0.6515074
16,1.7501367
17,-0.63428116
18,0.049902823
19,-2.3926198
20,1.9829267
21,2.9665792
22,0.16406183
23,2.052665
24,-0.16574787
25,-1.6445457
26,-0.659019
27,-0.32144484
28,2.4156651
29,-0.47950745
30,-1.6257772
31,0.49673942
32,0.59018385
33,-0.6463315
34,-1.7883736
35,-0.23900679
36,-0.47820732
37,1.2007899
38,-0.7244451
39,3.0082128
40,0.020933501
41,1.4008344
42,-0.8745823
43,-1.4887166
44,2.5379193
45,-2.4891334
46,0.6386497
47,-1.9428217
48,-2.377846
49,1.2343631
50,2.7586224
51,0.8954395
52,-0.4607302
53,-0.84439486
54,-1.2636842
55,0.70920783
56,1.4165914
57,-2.2964065
58,1.1143593
59,1.852187
60,2.395015
61,0.9655925
62,-0.8133252
63,1.0325631
64,0.8500194
65,-2.508081
66,-2.221052
67,-2.2850208
68,1.0029638
69,0.8503533
70,3.0108092
71,0.45569912
72,-0.81591845
73,-0.5255887
74,-0.8504631
75,-1.1016275
76,-0.5061647
77,0.7004509
78,-2.0758247
79,-0.016941734
80,0.047543418
81,1.9969152
82,2.9394422
83,-1.2692509
84,0.06433636
85,1.6361651
86,1.3251393
87,1.7162068
88,0.008735185
89,-0.7195108
90,-0.8152797
91,-0.685291
92,-2.3481922
93,-0.82578415
94,-1.429129
95,2.0643127
96,3.0493257
97,-1.7298423
98,-0.89820445
99,0.3384085
