feature,relevance
0,0.80379725
1,-0.2794139
2,-1.1396922
3,-2.8624454
4,-1.2572584
5,-3.10648
6,-1.0568376
7,-3.3083389
8,-1.7352234
9,-1.6938264
10,-3.2278059
11,-4.656562
12,-3.640091
13,-0.889982
14,-1.0508788
15,-2.8559797
16,-0.36802745
17,-2.892543
18,-2.209699
19,-4.6734467
20,-0.15038787
21,0.7984879
22,-2.0855362
23,-0.117551886
24,-2.42652
25,-3.9486713
26,-2.8974152
27,-2.5823424
28,0.21611843
29,-2.699254
30,-3.8140783
31,-1.7709125
32,-1.658299
33,-2.9193292
34,-4.0628014
35,-2.480068
36,-2.6815631
37,-1.0414219
38,-2.9655378
39,0.8582331
40,-2.2491343
41,-0.87558115
42,-3.108476
43,-3.7536242
44,0.3510281
45,-4.802488
46,-1.6105251
47,-4.241816
48,-4.6849065
49,-1.0207652
50,0.59458375
51,-1.3433383
52,-2.7049859
53,-3.0795732
54,-3.5537932
55,-1.5982546
56,-0.7494432
57,-4.6066523
58,-1.1374898
59,-0.32674402
60,0.21401694
61,-1.2801034
62,-3.0854576
63,-1.1900792
64,-1.3881458
65,-4.809081
66,-4.4698334
67,-4.500251
68,-1.2013324
69,-1.4158986
70,0.7960082
71,-1.8264291
72,-3.0697715
73,-2.7678998
74,-3.0927625
75,-3.381992
76,-2.7566543
77,-1.551489
78,-4.3391447
79,-2.229496
80,-2.1692305
81,-0.18841948
82,0.706655
83,-3.5212128
84,-2.1688297
85,-0.59388185
86,-0.90219367
87,-0.5196477
88,-2.2373977
89,-2.974155
90,-3.0944626
91,-2.9112585
92,-4.652527
93,-3.050045
94,-3.6977103
95,-0.06610426
96,0.8564923
97,-3.986997
98,-3.1427703
99,-1.9386227
