feature,relevance
0,2.6386998
1,1.6005293
2,0.73979896
3,-1.0667452
4,0.5988448
5,-1.3286068
6,0.7876812
7,-1.5964694
8,0.14300883
9,0.14430127
10,-1.4609104
11,-2.9338396
12,-1.8528495
13,0.93854034
14,0.8307164
15,-1.1137295
16,1.4077014
17,-1.1450907
18,-0.42052564
19,-2.9842932
20,1.6241653
21,2.6128204
22,-0.25739193
23,1.7099272
24,-0.6245962
25,-2.220989
26,-1.1396391
27,-0.7962491
28,2.0246532
29,-0.9258951
30,-2.145133
31,0.05118792
32,0.19058676
33,-1.1409224
34,-2.311961
35,-0.6847693
36,-0.9129135
37,0.75394064
38,-1.2080559
39,2.6291416
40,-0.40884098
41,1.0208205
42,-1.3705143
43,-1.9989983
44,2.193232
45,-3.0557048
46,0.24515723
47,-2.504439
48,-2.9411068
49,0.8535837
50,2.4104507
51,0.47573504
52,-0.9641564
53,-1.3023978
54,-1.783947
55,0.2332441
56,1.1032699
57,-2.8308296
58,0.72177434
59,1.4769435
60,2.018309
61,0.56875116
62,-1.331914
63,0.6774319
64,0.4661043
65,-3.0652452
66,-2.770599
67,-2.83721
68,0.69525385
69,0.42205104
70,2.5898077
71,0.0134609975
72,-1.3117403
73,-1.0216749
74,-1.3193151
75,-1.6197385
76,-0.9585798
77,0.3279781
78,-2.6292293
79,-0.40944716
80,-0.35473835
81,1.6186241
82,2.547724
83,-1.7731662
84,-0.3200573
85,1.2299098
86,0.94515586
87,1.3482585
88,-0.45353696
89,-1.2117034
90,-1.3078496
91,-1.1553447
92,-2.9181683
93,-1.2737333
94,-1.9551198
95,1.6955487
96,2.6432896
97,-2.2346442
98,-1.3475405
99,-0.11259581
