feature,relevance
0,2.649126
1,0.30350587
2,0.33926237
3,-2.464055
4,1.1122006
5,-2.1097808
6,-1.1864946
7,-6.301728
8,-1.1323829
9,-0.20764677
10,-2.2523909
11,-4.608602
12,-1.5497677
13,0.40247694
14,1.4953444
15,-2.2612543
16,0.067626506
17,-1.4776415
18,-1.8358842
19,-7.454082
20,1.5871481
21,1.9453639
22,-1.830676
23,0.47775745
24,-1.9095911
25,-6.823883
26,-1.8594044
27,-1.0233961
28,2.61592
29,-2.2893915
30,-3.9979563
31,-1.3722006
32,-1.0848283
33,-2.2336955
34,-7.144503
35,-1.576536
36,-0.6865331
37,0.4847659
38,-1.4599456
39,3.046996
40,-0.50705326
41,-0.24784383
42,-2.4329143
43,-2.6809916
44,2.5891128
45,-4.7992435
46,-1.1700734
47,-2.176642
48,-7.7587886
49,0.24723369
50,1.1187624
51,-0.9879354
52,-0.70170546
53,-1.7606269
54,-3.391057
55,-0.17419556
56,0.26965714
57,-7.3585362
58,-0.4573518
59,2.058938
60,1.4707652
61,-0.35754257
62,-1.5502244
63,1.2993635
64,-0.7832027
65,-7.392929
66,-2.3592095
67,-4.5983005
68,-0.53522265
69,-0.9974548
70,1.2692622
71,0.44314426
72,-3.1285887
73,-1.9554965
74,-1.5606666
75,-2.6695309
76,-1.9429134
77,1.0500411
78,-7.214629
79,-0.8034196
80,-0.5963706
81,1.6659647
82,1.9792377
83,-6.483291
84,-1.4814655
85,1.8727473
86,-1.0361143
87,-0.039595168
88,-1.610051
89,-2.0887752
90,-2.4024162
91,-1.7389396
92,-7.5182605
93,-1.5159401
94,-1.4782333
95,0.391989
96,3.0647535
97,-3.73627
98,-2.512177
99,-1.5491272
