feature,relevance
0,-1.024794
1,-2.2567775
2,-2.5195053
3,1.3710591
4,-0.86367565
5,-1.800319
6,-0.9221626
7,-3.8520837
8,-2.5701027
9,-3.8607364
10,0.0536764
11,-1.7434785
12,1.1174405
13,-0.10506905
14,-3.4016366
15,-0.5767816
16,-2.338817
17,-1.1744337
18,-0.44241846
19,-2.3153396
20,0.82229984
21,-0.47507185
22,-0.9274222
23,-3.845209
24,-1.8371392
25,-2.373769
26,1.0540535
27,1.8861935
28,-0.69996923
29,-3.8125587
30,-3.4730463
31,1.0060874
32,-2.8849065
33,1.9156283
34,-3.8365066
35,0.90748286
36,-0.82812077
37,-1.9399421
38,-1.8095318
39,-2.1450443
40,0.7055875
41,-2.4591517
42,-0.6865605
43,-2.499938
44,1.8985773
45,1.3703009
46,-0.2320102
47,-1.7882736
48,-2.3539302
49,0.207529
50,-1.8314869
51,-0.95368356
52,-2.2021239
53,1.2657549
54,0.23462287
55,-0.5545475
56,0.9436281
57,-1.7978531
58,-1.765987
59,0.88325185
60,-0.7699029
61,0.09578591
62,-0.74819434
63,-0.97353804
64,-3.8957915
65,-1.1739972
66,-3.8079224
67,-3.500387
68,-2.6569643
69,1.8909832
70,0.65362334
71,-0.70668197
72,0.25718194
73,1.8770322
74,-1.7935085
75,-3.6755517
76,-0.7766654
77,0.9684256
78,-0.89558405
79,0.39659703
80,1.4077799
81,0.87596107
82,-1.5818108
83,-0.0007927045
84,-0.26371703
85,-0.30799952
86,0.42791736
87,0.9733096
88,-3.551686
89,-0.7113925
90,-2.4602332
91,-0.96582943
92,1.8820057
93,-0.52828586
94,-2.5484886
95,-2.134971
96,-1.7763784
97,0.69308877
98,-0.37354672
99,-0.30563426
