feature,relevance
0,-0.6839234
1,-2.8830445
2,-3.292785
3,2.2696896
4,-0.46430993
5,-2.0391643
6,-0.51042336
7,-5.3463726
8,-3.4227626
9,-5.328908
10,0.78739387
11,-1.7947997
12,2.0041788
13,0.5493235
14,-4.735313
15,0.07852813
16,-2.9873457
17,-0.89054924
18,0.16606003
19,-2.9228606
20,1.6176485
21,0.13168328
22,-0.5632216
23,-5.3504295
24,-2.01913
25,-3.074247
26,1.9242742
27,2.8092318
28,-0.19508941
29,-5.365592
30,-4.8211694
31,1.8655325
32,-3.893914
33,2.8042264
34,-5.2986383
35,1.7382569
36,-0.42066047
37,-2.2199326
38,-2.0041041
39,-2.6025677
40,1.4424794
41,-3.12926
42,-0.2552595
43,-3.3232553
44,2.7799277
45,2.2352536
46,0.41813964
47,-2.0036705
48,-2.9322221
49,0.95909077
50,-2.0462499
51,-0.55097777
52,-2.708255
53,2.0935998
54,1.0394961
55,0.068581365
56,1.7480978
57,-1.9876558
58,-1.9380286
59,1.7266359
60,-0.35679835
61,0.8224958
62,-0.2785334
63,-0.5441706
64,-5.3832703
65,-0.86008734
66,-5.34412
67,-4.8771496
68,-3.4111407
69,2.8019438
70,1.4952418
71,-0.2420369
72,1.0442933
73,2.7107835
74,-1.9396825
75,-5.111089
76,-0.33944753
77,1.7847207
78,-0.40832534
79,1.182496
80,2.3252797
81,1.7191027
82,-1.6301947
83,0.594873
84,0.36425897
85,0.25435102
86,1.1393951
87,1.7905055
88,-4.859943
89,-0.24663258
90,-3.2305536
91,-0.5077467
92,2.8192987
93,0.11102282
94,-3.3235438
95,-2.547961
96,-1.8286651
97,1.502222
98,0.23161505
99,0.33212206
