feature,relevance
0,-0.3431814
1,-1.6178559
2,-1.8214914
3,2.2749724
4,-0.1713017
5,-1.1729548
6,-0.17894833
7,-3.2826474
8,-1.9281876
9,-3.2357163
10,0.8777553
11,-1.0119214
12,2.0130842
13,0.6683698
14,-2.815605
15,0.27522022
16,-1.6995369
17,-0.47285935
18,0.32468903
19,-1.6539477
20,1.6405665
21,0.30006126
22,-0.23930426
23,-3.255007
24,-1.1577557
25,-1.7475239
26,1.9350117
27,2.8030741
28,0.03373728
29,-3.2282782
30,-2.8600194
31,1.8742659
32,-2.1873293
33,2.7958786
34,-3.2364714
35,1.7511001
36,-0.121433325
37,-1.2637674
38,-1.1451925
39,-1.481211
40,1.4770024
41,-1.8016973
42,0.002429519
43,-1.8638084
44,2.7762206
45,2.2319067
46,0.53800476
47,-1.1541148
48,-1.6583645
49,1.0233196
50,-1.1590128
51,-0.24734257
52,-1.4886199
53,2.0957394
54,1.0967474
55,0.25441062
56,1.7697185
57,-1.1562594
58,-1.1147703
59,1.7406219
60,-0.09329751
61,0.8968999
62,-0.0013507402
63,-0.20731376
64,-3.2764559
65,-0.42421398
66,-3.2565763
67,-2.8715346
68,-1.9285547
69,2.7908206
70,1.5182096
71,0.016876232
72,1.098242
73,2.7040958
74,-1.0969684
75,-3.0663493
76,-0.08187889
77,1.7953541
78,-0.105626956
79,1.2262895
80,2.3242195
81,1.7314861
82,-0.9238052
83,0.6924368
84,0.49931592
85,0.39443415
86,1.1899887
87,1.8044026
88,-2.864367
89,-0.012377187
90,-1.8137249
91,-0.18817672
92,2.811648
93,0.30316854
94,-1.8684951
95,-1.4391882
96,-1.0360116
97,1.529684
98,0.38015747
99,0.45981324
