relevance,label,feature_0,feature_1,examination_0
-3.5018441677093506,0.9266539587387368,0.0,1.7318679094314575,-3.0
-3.6470372676849365,0.7773155671784152,0.0,1.8134883642196655,-3.0
-4.5080108642578125,0.0,0.0,2.3348004817962646,-3.0
-4.366786956787109,0.11106350980542234,0.0,2.2469561100006104,-3.0
-3.3129584789276123,1.1275768773785972,0.0,1.6290444135665894,-3.0
-3.874333143234253,0.5518711256832148,0.0,1.9461958408355713,-3.0
-4.164968967437744,0.28467214668658597,0.0,2.120931386947632,-3.0
-2.230825185775757,2.2884808415189632,0.0,1.1556540727615356,-3.0
-0.841082751750946,3.7151480898191127,0.0,0.7123123407363892,-3.0
-0.7755742073059082,3.791918038523617,0.0,0.6851150393486023,-3.0
-3.6497104167938232,0.7738709016043466,0.0,1.8154271841049194,-3.0
-4.539079666137695,0.0,0.0,2.3537819385528564,-3.0
-3.7522330284118652,0.6711481105561982,0.0,1.8744754791259766,-3.0
-4.320425033569336,0.14997222119188675,0.0,2.217724084854126,-3.0
-4.269811153411865,0.19487351282026166,0.0,2.1847245693206787,-3.0
-3.25337290763855,1.1914427966273755,0.0,1.5979117155075073,-3.0
-4.017302513122559,0.4191161962122891,0.0,2.030395746231079,-3.0
-2.5207362174987793,1.9891837449695875,0.0,1.2615528106689453,-3.0
-2.3229281902313232,2.1957697957132813,0.0,1.1875079870224,-3.0
-0.7831502556800842,3.783086972971626,0.0,0.688335657119751,-3.0
-3.5972888469696045,0.8283429693229682,0.0,1.785070538520813,-3.0
-3.6570301055908203,0.7665562622816241,0.0,1.8195528984069824,-3.0
-4.6041154861450195,0.0,0.0,2.39408802986145,-3.0
-4.332967281341553,0.14099076814824846,0.0,2.2244181632995605,-3.0
-4.281436920166016,0.1827762082876215,0.0,2.193540096282959,-3.0
-4.000502109527588,0.43199566477342927,0.0,2.0220110416412354,-3.0
-2.9330317974090576,1.5442211999227127,0.0,1.4380325078964233,-3.0
-2.7683143615722656,1.7218321873484288,0.0,1.3645342588424683,-3.0
-0.7018727660179138,3.855081040100999,0.0,0.024204688146710396,-3.0
-1.561121940612793,2.9613656975894136,0.0,0.9433220624923706,-3.0
-3.6535937786102295,0.770351193936688,0.0,1.817410945892334,-3.0
-4.522898197174072,0.0,0.0,2.3433334827423096,-3.0
-4.2978339195251465,0.16958192289995938,0.0,2.2032177448272705,-3.0
-3.9384305477142334,0.4902920780952358,0.0,1.9846500158309937,-3.0
-3.951422691345215,0.4790012633936157,0.0,1.9918118715286255,-3.0
-4.101182460784912,0.3426202091083308,0.0,2.0812149047851562,-3.0
-2.9330317974090576,1.5421619169736436,0.0,1.4389104843139648,-3.0
-2.693735361099243,1.8049001517025662,0.0,1.331600546836853,-3.0
-2.0648210048675537,2.456071599021342,0.0,1.0999780893325806,-3.0
-0.61257004737854,4.0,0.0,0.47877752780914307,-3.0
-3.5485236644744873,0.8780399424897886,0.0,1.7579268217086792,-3.0
-3.420365810394287,1.013019073215573,0.0,1.686732292175293,-3.0
-4.541317462921143,0.0,0.0,2.355405330657959,-3.0
-4.39603853225708,0.08922221051611265,0.0,2.263636350631714,-3.0
-3.88946795463562,0.5380674276403516,0.0,1.9547282457351685,-3.0
-4.1908345222473145,0.26190731612257934,0.0,2.1368374824523926,-3.0
-3.1757094860076904,1.2754303246039707,0.0,1.5580394268035889,-3.0
-2.5232794284820557,1.9871153024402786,0.0,1.262317180633545,-3.0
-1.6014771461486816,2.918845407904057,0.0,0.9560497999191284,-3.0
-0.646888017654419,3.9443846588447236,0.0,0.2011433094739914,-3.0
-3.562495470046997,0.8631022358434628,0.0,1.766031265258789,-3.0
-4.4798054695129395,0.022169959902313865,0.0,2.3161330223083496,-3.0
-4.4275360107421875,0.06365044370824714,0.0,2.2834227085113525,-3.0
-3.369006872177124,1.0669823163512533,0.0,1.6592562198638916,-3.0
-3.7486135959625244,0.6752095544821295,0.0,1.8720945119857788,-3.0
-4.314182281494141,0.15682390234352106,0.0,2.2126386165618896,-3.0
-4.084695816040039,0.3554106666677307,0.0,2.0725932121276855,-3.0
-2.841362714767456,1.643436356712706,0.0,1.3964427709579468,-3.0
-2.000972032546997,2.520622603056146,0.0,1.079123616218567,-3.0
-0.6566218733787537,3.9072722194447285,0.0,0.16483624279499054,-3.0
-3.6264376640319824,0.7976033769305094,0.0,1.8021222352981567,-3.0
-3.6399104595184326,0.7845017290770044,0.0,1.8094520568847656,-3.0
-4.442724704742432,0.052266662201088276,0.0,2.2923226356506348,-3.0
-4.417072772979736,0.07217501675749702,0.0,2.2767953872680664,-3.0
-3.9273693561553955,0.5016544481594565,0.0,1.97747802734375,-3.0
-4.088273048400879,0.35184129168482214,0.0,2.0749940872192383,-3.0
-3.0589025020599365,1.404801666555892,0.0,1.498886227607727,-3.0
-2.572422981262207,1.9343986067957617,0.0,1.2819610834121704,-3.0
-0.6302569508552551,4.0,0.0,0.5604726076126099,-3.0
-0.6275367736816406,4.0,0.0,0.5533102750778198,-3.0
-3.5260121822357178,0.9026630336275072,0.0,1.744667887687683,-3.0
-4.489340782165527,0.013971036091258444,0.0,2.3226916790008545,-3.0
-3.369006872177124,1.0672466993808098,0.0,1.6591229438781738,-3.0
-4.2791290283203125,0.1868447708666341,0.0,2.1905691623687744,-3.0
-4.1426496505737305,0.30309388256572756,0.0,2.108186960220337,-3.0
-4.0824198722839355,0.35890101816239967,0.0,2.070249319076538,-3.0
-2.9680588245391846,1.5034249871022352,0.0,1.4555405378341675,-3.0
-2.8212432861328125,1.6642446434209193,0.0,1.3878930807113647,-3.0
-1.0321989059448242,3.522624117279652,0.0,0.7750496864318848,-3.0
-0.6339338421821594,4.0,0.0,0.5694529414176941,-3.0
-3.4712915420532227,0.9580474251798028,0.0,1.7152923345565796,-3.0
-3.6876461505889893,0.7364331521805898,0.0,1.8366690874099731,-3.0
-4.454260349273682,0.0403200678072893,0.0,2.301724672317505,-3.0
-4.404011249542236,0.08050318468940015,0.0,2.2703511714935303,-3.0
-3.8932504653930664,0.5337825990153277,0.0,1.9573869705200195,-3.0
-4.199259281158447,0.2549314240180484,0.0,2.141746997833252,-3.0
-3.0004000663757324,1.4681748071985543,0.0,1.470865249633789,-3.0
-2.702725648880005,1.7942756140263243,0.0,1.335763931274414,-3.0
-1.4725984334945679,3.0549914486902523,0.0,0.915450394153595,-3.0
-0.612330973148346,4.0,0.0,0.41303637623786926,-3.0
-3.6709234714508057,0.7525316138374657,0.0,1.8274965286254883,-3.0
-4.477479457855225,0.023506534606646905,0.0,2.3150668144226074,-3.0
-3.794964075088501,0.6291754801920915,0.0,1.8993126153945923,-3.0
-4.301203727722168,0.1680379589862681,0.0,2.2043545246124268,-3.0
-4.295309066772461,0.17308633147764088,0.0,2.200640916824341,-3.0
-3.942202091217041,0.4875162137786647,0.0,1.9864075183868408,-3.0
-3.1100752353668213,1.3477513377148194,0.0,1.5246422290802002,-3.0
-2.562304973602295,1.9435132113960378,0.0,1.2785420417785645,-3.0
-1.7606501579284668,2.758138903357833,0.0,1.0047410726547241,-3.0
-0.6518686413764954,3.9241458423302342,0.0,0.18215487897396088,-3.0
-3.6399104595184326,0.7835386959899482,0.0,1.8099923133850098,-3.0
-4.454260349273682,0.04233800448690744,0.0,2.3001320362091064,-3.0
-4.379455089569092,0.10217468431490564,0.0,2.25372052192688,-3.0
-3.7434427738189697,0.6810291338425122,0.0,1.8686896562576294,-3.0
-4.3364152908325195,0.13728008504526498,0.0,2.2271931171417236,-3.0
-4.026957988739014,0.40820299237145424,0.0,2.0375382900238037,-3.0
-3.0690979957580566,1.3930135273052782,0.0,1.5041663646697998,-3.0
-2.6658356189727783,1.8340891553509884,0.0,1.3202346563339233,-3.0
-1.5424076318740845,2.980200615988719,0.0,0.9376999139785767,-3.0
-0.6135283708572388,4.0,0.0,0.48839595913887024,-3.0
-3.6644506454467773,0.7592068018009961,0.0,1.8237102031707764,-3.0
-4.420523643493652,0.06820314064018529,0.0,2.279879331588745,-3.0
-4.358851909637451,0.11878931301146717,0.0,2.241103172302246,-3.0
-3.338118553161621,1.099598364698953,0.0,1.6429113149642944,-3.0
-3.88946795463562,0.5380674276403516,0.0,1.9547282457351685,-3.0
-4.084695816040039,0.3563662170508603,0.0,2.071951150894165,-3.0
-4.078536510467529,0.3629711344863641,0.0,2.0675208568573,-3.0
-2.2083709239959717,2.3132524815843643,0.0,1.147275447845459,-3.0
-0.7108637690544128,3.8784878269355842,0.0,0.6518563032150269,-3.0
-0.6168314814567566,4.0,0.0,0.5118650794029236,-3.0
-3.628430128097534,0.7967464568109529,0.0,1.8026005029678345,-3.0
-4.477479457855225,0.023952390418542583,0.0,2.314711332321167,-3.0
-4.412778854370117,0.07697974547510238,0.0,2.27307391166687,-3.0
-3.825223207473755,0.6004315542218357,0.0,1.9165695905685425,-3.0
-4.232069969177246,0.22672631400875365,0.0,2.1617701053619385,-3.0
-3.912327289581299,0.5156732302519492,0.0,1.9686775207519531,-3.0
-3.231163740158081,1.2154888036239937,0.0,1.5863739252090454,-3.0
-2.049729585647583,2.4727175278295244,0.0,1.0945708751678467,-3.0
-1.164742350578308,3.385366887384507,0.0,0.8171331882476807,-3.0
-0.6114038825035095,4.0,0.0,0.43534746766090393,-3.0
-3.6399104595184326,0.7845601772125813,0.0,1.8094192743301392,-3.0
-4.485543727874756,0.01672654536431446,0.0,2.320483922958374,-3.0
-3.739110231399536,0.6852898897436178,0.0,1.8662018775939941,-3.0
-4.301203727722168,0.16716969950407237,0.0,2.2049942016601562,-3.0
-4.020624160766602,0.4160650452091966,0.0,2.0323891639709473,-3.0
-4.071789741516113,0.3673260332238959,0.0,2.0646071434020996,-3.0
-2.890655279159546,1.5889197864183346,0.0,1.4191244840621948,-3.0
-2.7216830253601074,1.774057211083582,0.0,1.3437260389328003,-3.0
-2.0345864295959473,2.4882690604211324,0.0,1.0895378589630127,-3.0
-0.6351693272590637,4.0,0.0,0.25153663754463196,-3.0
