feature,relevance
0,0.8398057
1,-0.06382877
2,-0.78446734
3,-2.8677773
4,-1.2173818
5,-2.9548297
6,-1.0244635
7,-3.2143912
8,-1.4541799
9,-1.5685613
10,-3.1078517
11,-4.489651
12,-3.44131
13,-0.74353015
14,-0.8484477
15,-2.7883868
16,-0.23830137
17,-2.7850266
18,-2.0299823
19,-4.4332767
20,-0.1069392
21,0.75033605
22,-2.013664
23,0.08911821
24,-2.258216
25,-3.7122118
26,-2.7913826
27,-2.544961
28,0.3754789
29,-2.5459173
30,-3.7665737
31,-1.8426149
32,-1.5308173
33,-2.7135015
34,-3.9798265
35,-2.2787385
36,-2.5587811
37,-0.8722167
38,-2.795523
39,0.81873906
40,-2.035178
41,-0.534566
42,-2.945783
43,-3.560931
44,0.40541443
45,-4.534062
46,-1.4957023
47,-4.1825194
48,-4.5540514
49,-0.78735936
50,0.57725763
51,-1.3097832
52,-2.5066447
53,-2.9752088
54,-3.3777814
55,-1.3188405
56,-0.6290027
57,-4.3724704
58,-1.0958624
59,-0.30525094
60,0.22937319
61,-1.1336979
62,-2.8756247
63,-1.2062901
64,-1.1409783
65,-4.673104
66,-4.3361993
67,-4.4058447
68,-0.92381585
69,-1.3115971
70,0.7839631
71,-1.8948312
72,-2.9877317
73,-2.8119607
74,-2.8247864
75,-3.1248617
76,-2.4690006
77,-1.3841653
78,-4.2102017
79,-2.2556913
80,-1.8709083
81,-0.105003744
82,0.8473574
83,-3.3077478
84,-2.0595717
85,-0.5766033
86,-0.68387455
87,-0.259935
88,-2.099529
89,-2.7630348
90,-2.8668766
91,-2.8801746
92,-4.601698
93,-2.838301
94,-3.4832668
95,-0.06767233
96,0.8147726
97,-3.8698568
98,-2.994103
99,-1.8335557
