feature,relevance
0,2.510298
1,1.6340115
2,0.82216394
3,-1.3514369
4,-0.65122896
5,-1.5222377
6,0.74942327
7,-1.9657211
8,0.25773585
9,0.092454776
10,-1.6513441
11,-3.5605223
12,-2.322882
13,0.9457593
14,-0.17854583
15,-1.2522812
16,1.4407122
17,-1.3000422
18,-0.43235016
19,-3.4948175
20,1.5913709
21,2.5365486
22,-0.22130959
23,1.7612133
24,-0.5573144
25,-2.693612
26,-1.3315476
27,-1.0617265
28,1.5412576
29,-1.2037838
30,-2.680366
31,-0.19769229
32,0.27752018
33,-1.412694
34,-2.8389575
35,-0.8413367
36,-1.1689303
37,0.727265
38,-1.3794616
39,2.2783008
40,-0.46542412
41,1.1101379
42,-1.6646698
43,-2.35255
44,1.779441
45,-3.497995
46,0.2083279
47,-2.9685254
48,-3.5176547
49,0.80108243
50,2.3342333
51,0.38266194
52,-1.1874375
53,-1.5632906
54,-2.100564
55,0.39117378
56,1.103704
57,-3.3965735
58,0.6835893
59,0.7020878
60,1.872649
61,0.56020206
62,-1.4493848
63,-0.4779744
64,0.47440928
65,-3.5343394
66,-3.2177548
67,-3.5919437
68,0.77789366
69,0.35787863
70,2.5755463
71,-0.14539114
72,-1.690067
73,-1.2797762
74,-1.602919
75,-1.6997472
76,-0.92013454
77,-0.8106785
78,-3.1281047
79,-0.55747837
80,-0.31299037
81,1.5698104
82,2.6365876
83,-2.3069785
84,-0.3847413
85,0.42902076
86,0.94467103
87,1.3561077
88,-0.4294995
89,-1.3067096
90,-1.5352252
91,-1.4284729
92,-3.5419922
93,-1.3770115
94,-2.273624
95,1.5941075
96,2.2817318
97,-2.749464
98,-1.5658486
99,-0.13364589
