position,examination
0,0.0
1,-0.69775367
2,-1.0980412
3,-1.372938
4,-1.5939503
5,-1.753823
6,-1.9277456
7,-2.0600517
8,-2.17753
9,-2.2829282
10,-2.3793283
11,-2.4665644
12,-2.5904126
13,-2.61145
14,-2.70775
15,-2.7706165
16,-2.8261886
17,-2.8987436
18,-2.9398875
19,-2.9841704
20,-3.0521438
21,-3.0808873
22,-3.128937
23,-3.1482477
24,-3.1933818
