feature,relevance
0,0.99014765
1,0.072754875
2,-0.8244043
3,-2.6623278
4,-1.042549
5,-2.7644916
6,-0.8743151
7,-3.0986764
8,-1.2677393
9,-1.4103758
10,-3.037674
11,-4.7789702
12,-3.3998728
13,-0.6877297
14,-0.74217576
15,-2.511974
16,-0.18352365
17,-2.706257
18,-2.1894078
19,-4.3796997
20,0.07587902
21,0.8722622
22,-1.7150352
23,0.040574998
24,-1.9854431
25,-3.831295
26,-2.6491795
27,-2.4406998
28,0.521819
29,-2.5380576
30,-3.7608275
31,-1.6237543
32,-1.3620908
33,-2.6739726
34,-4.093819
35,-2.3257377
36,-2.3947432
37,-0.8383456
38,-2.918516
39,0.947879
40,-2.023859
41,-0.55365187
42,-2.8491802
43,-3.6066885
44,0.54201764
45,-4.541589
46,-1.5340606
47,-3.9510818
48,-4.397374
49,-0.7871221
50,0.8087435
51,-1.17572
52,-2.595786
53,-2.8627071
54,-3.3445518
55,-1.2433596
56,-0.56190336
57,-4.337837
58,-0.9639317
59,-0.13332483
60,0.40778428
61,-1.0336598
62,-2.7814763
63,-0.9708971
64,-1.0055189
65,-4.4529333
66,-4.253275
67,-4.808345
68,-0.8440283
69,-1.1676549
70,1.0712053
71,-1.6136992
72,-2.7903974
73,-2.5363357
74,-2.7564425
75,-2.9167151
76,-2.2927327
77,-1.3039986
78,-4.1071305
79,-2.1502602
80,-1.7593904
81,0.059941098
82,0.9620113
83,-3.265241
84,-1.8662541
85,-0.41296357
86,-0.6097229
87,-0.20786595
88,-1.9711351
89,-2.7446127
90,-2.8320165
91,-2.8441217
92,-4.4996567
93,-2.9191422
94,-3.2522519
95,0.13821842
96,0.9773883
97,-3.6302145
98,-2.8594546
99,-1.6871514
