feature,relevance
0,2.5248413
1,0.13701904
2,0.07262025
3,-2.8066444
4,1.0119815
5,-2.4224854
6,-1.3733225
7,-6.3966074
8,-1.3602793
9,-0.38386682
10,-2.550264
11,-5.295189
12,-1.6246582
13,0.30507267
14,1.356925
15,-2.6644206
16,-0.19468093
17,-1.8187788
18,-2.1379313
19,-7.6425705
20,1.4909264
21,1.8539877
22,-2.4221334
23,0.30971825
24,-2.0962043
25,-7.0450435
26,-2.0751758
27,-1.3608963
28,2.4281425
29,-2.34574
30,-4.2025986
31,-1.6998248
32,-1.4569417
33,-2.7440135
34,-7.058249
35,-1.7443631
36,-0.83102083
37,0.31394053
38,-1.9484701
39,2.9371042
40,-0.85389125
41,-0.47344983
42,-3.0976896
43,-3.1782687
44,2.629058
45,-5.1666775
46,-1.3455553
47,-2.2455854
48,-7.840526
49,0.018184982
50,0.9779408
51,-1.2518961
52,-0.85907394
53,-2.0704432
54,-3.655474
55,-0.3385998
56,-0.13866258
57,-7.282375
58,-0.9991569
59,1.8823564
60,1.2175491
61,-0.44504824
62,-1.8574232
63,1.2113948
64,-1.0646527
65,-7.5148616
66,-2.7343516
67,-5.1367025
68,-0.7369033
69,-1.174856
70,1.0838301
71,0.100666605
72,-3.297419
73,-2.2347348
74,-1.8403997
75,-3.0383668
76,-2.2508802
77,1.0024049
78,-7.539469
79,-1.0256509
80,-0.5713117
81,1.5299999
82,1.8622833
83,-6.8529406
84,-1.8965352
85,1.6851854
86,-1.2330811
87,-0.20038873
88,-1.9564451
89,-2.382142
90,-2.2308526
91,-1.7420655
92,-7.7527356
93,-1.9168882
94,-1.8421297
95,0.118360974
96,2.8590775
97,-4.4155674
98,-2.9483666
99,-1.5615422
