position,examination
0,0.0
1,-0.8887689
2,-1.4049274
3,-1.778805
4,-2.0750313
5,-2.3067493
6,-2.5391572
7,-2.7025285
8,-2.8666627
9,-2.9653552
10,-3.121539
11,-3.232239
12,-3.2989979
13,-3.4192424
14,-3.5306256
15,-3.6126013
16,-3.7097845
17,-3.7719178
18,-3.8894572
19,-3.9818897
20,-4.0790787
21,-4.1222973
22,-4.210555
23,-4.288492
24,-4.386033
