position,examination
0,0.0
1,-0.48817915
2,-0.7758231
3,-0.87712145
4,-0.9982883
5,-1.0620356
6,-1.1556716
7,-1.1969821
8,-1.2263024
9,-1.2411741
10,-1.2801375
11,-1.3077803
12,-1.2939856
13,-1.3002656
14,-1.3220024
15,-1.2997465
16,-1.2731433
17,-1.2659076
18,-1.219123
19,-1.1798081
20,-1.1426213
21,-1.106892
22,-1.0496371
23,-1.0151594
24,-0.9799995
