feature,relevance
0,-114.00353
1,-96.523605
2,-183.33386
3,-196.53392
4,-170.38548
5,-79.72309
6,-229.13834
7,-345.86835
8,-340.13998
9,-198.67766
10,-81.98553
11,-72.802986
12,-205.79834
