position,examination
0,0.0
1,-0.7632588
2,-1.1866262
3,-1.49974
4,-1.7561276
5,-1.9528844
6,-2.1529033
7,-2.3021765
8,-2.4268317
9,-2.5615346
10,-2.6954043
11,-2.805057
12,-2.9393525
13,-3.0255735
14,-3.101686
15,-3.2127337
16,-3.3104482
17,-3.4068289
18,-3.5213032
19,-3.6068175
20,-3.7587261
21,-3.8893824
22,-3.9802797
23,-4.215877
24,-4.501644
