position,examination
0,0.0
1,-0.5795151
2,-0.87043095
3,-1.0862092
4,-1.2678305
5,-1.3609583
6,-1.4821573
7,-1.5926645
8,-1.6795547
9,-1.7422106
10,-1.7929847
11,-1.8635312
12,-1.9129916
13,-1.9509307
14,-1.9859952
15,-2.0324767
16,-2.0223432
17,-2.0890737
18,-2.081769
19,-2.097595
20,-2.1014602
21,-2.0986702
22,-2.0830154
23,-2.0596693
24,-2.051467
