position,examination
0,0.0
1,-0.6418872
2,-0.9819894
3,-1.2485876
4,-1.4609802
5,-1.6124258
6,-1.7673004
7,-1.8901558
8,-1.9864511
9,-2.0872042
10,-2.2023928
11,-2.2552962
12,-2.3447256
13,-2.4266808
14,-2.4686458
15,-2.5543334
16,-2.5949564
17,-2.662551
18,-2.6973317
19,-2.7626436
20,-2.784641
21,-2.8108368
22,-2.8951247
23,-2.9213696
24,-2.9761043
