position,examination
0,0.0
1,-0.6974713
2,-1.0953703
3,-1.417172
4,-1.6291013
5,-1.7936659
6,-1.9474735
7,-2.070546
8,-2.1889477
9,-2.302854
10,-2.4066253
11,-2.5202858
12,-2.5712633
13,-2.6057904
14,-2.693856
15,-2.7702546
16,-2.801573
17,-2.8815985
18,-2.946778
19,-2.9857116
20,-3.0656388
21,-3.0968614
22,-3.1278002
23,-3.1642144
24,-3.2199612
