feature,relevance
0,1.0509404
1,0.14524744
2,-0.67792946
3,-2.7423368
4,-1.1897838
5,-2.7829642
6,-0.94733673
7,-3.148402
8,-1.49816
9,-1.4220523
10,-2.9403758
11,-4.554282
12,-3.4508326
13,-0.7763962
14,-0.84750086
15,-2.8287559
16,-0.21105011
17,-2.7595673
18,-2.1347632
19,-4.5606923
20,0.04735978
21,0.98086876
22,-1.829618
23,0.15825085
24,-2.1370559
25,-3.7219524
26,-2.771288
27,-2.6406598
28,0.42225784
29,-2.6455314
30,-3.583166
31,-1.6607546
32,-1.3120413
33,-2.8293412
34,-3.8498652
35,-2.3207984
36,-2.4893305
37,-0.75712866
38,-2.72646
39,1.0110167
40,-1.9659625
41,-0.5902654
42,-3.034031
43,-3.5162141
44,0.4761352
45,-4.535988
46,-1.5210055
47,-4.1177464
48,-4.4244432
49,-0.83898324
50,0.68533057
51,-1.2700602
52,-2.7451735
53,-2.8279123
54,-3.3643048
55,-1.238603
56,-0.503144
57,-4.2473083
58,-1.0587975
59,-0.13801315
60,0.444961
61,-1.1091402
62,-2.7345104
63,-0.91583675
64,-1.2021887
65,-4.503619
66,-4.3055153
67,-4.6367216
68,-0.93500555
69,-1.2348205
70,1.0226642
71,-1.6397547
72,-2.9595466
73,-2.7352965
74,-2.8676693
75,-3.132802
76,-2.4384615
77,-1.3134018
78,-4.291587
79,-2.1205885
80,-1.8904508
81,0.043760374
82,0.8861733
83,-3.2635632
84,-1.9979149
85,-0.34800225
86,-0.571781
87,-0.11208154
88,-2.1936417
89,-2.7904046
90,-2.802895
91,-2.8647738
92,-4.6590347
93,-2.7620218
94,-3.6881385
95,-0.009420469
96,1.0252725
97,-3.8868847
98,-3.0428793
99,-1.6510355
