feature,relevance
0,2.747544
1,1.8236507
2,0.94705695
3,-0.66926783
4,2.544156
5,-0.81922495
6,0.9619196
7,-1.1858045
8,0.46953273
9,0.3833469
10,-0.89416915
11,-2.159078
12,-1.3332309
13,1.0323522
14,2.7807465
15,-0.7959005
16,1.599551
17,-0.7042456
18,-0.32130623
19,-2.1664166
20,1.817416
21,2.7002761
22,0.00721051
23,1.9292172
24,-0.30851164
25,-1.5613213
26,-0.6995441
27,-0.4575418
28,3.8017173
29,-0.5570103
30,-1.5726193
31,0.058526836
32,0.38744193
33,-0.7064001
34,-1.7134818
35,-0.40017515
36,-0.5622143
37,0.9538456
38,-0.75699437
39,4.317884
40,-0.101327255
41,1.2850014
42,-1.0222224
43,-1.2606982
44,3.9162495
45,-2.2527666
46,0.22252567
47,-1.9366915
48,-2.3818042
49,0.8765037
50,2.5743263
51,0.4930428
52,-0.5614282
53,-0.8864331
54,-1.2451448
55,0.4810311
56,1.2196606
57,-2.0178604
58,0.7388326
59,3.2809508
60,2.010522
61,0.7335776
62,-0.7707598
63,2.6009233
64,0.7129116
65,-2.1746862
66,-2.0181758
67,-2.3294227
68,0.870101
69,0.47742227
70,2.7936115
71,0.41495457
72,-1.028858
73,-0.65747654
74,-0.8347497
75,-1.0091017
76,-0.597273
77,2.5230052
78,-1.9386481
79,-0.31361702
80,-0.097442135
81,1.8216207
82,2.693069
83,-1.2148286
84,-0.04816127
85,3.0652127
86,1.0524776
87,1.4716641
88,-0.3075009
89,-0.6989016
90,-0.7537339
91,-0.8836599
92,-2.2782316
93,-0.93636733
94,-1.3784804
95,1.7678195
96,4.29891
97,-1.5846492
98,-0.93387586
99,0.029074889
