feature,relevance
0,0.033565145
1,-1.3337021
2,-1.4980532
3,2.3671885
4,0.0776304
5,-0.83005065
6,0.05598302
7,-2.8669953
8,-1.5854594
9,-2.790052
10,1.1085972
11,-0.6984285
12,2.1127224
13,0.8989596
14,-2.4694626
15,0.48782447
16,-1.3526039
17,-0.22040966
18,0.5770904
19,-1.334764
20,1.8079695
21,0.58492
22,0.121899806
23,-2.8208518
24,-0.7959895
25,-1.3913316
26,2.1205087
27,2.9104
28,0.30111954
29,-2.8380797
30,-2.289992
31,2.0826643
32,-1.8819585
33,2.954517
34,-2.9247217
35,1.8973516
36,0.16281243
37,-0.90096766
38,-0.8230196
39,-1.1230167
40,1.7053463
41,-1.4387231
42,0.2440317
43,-1.466566
44,2.94169
45,2.4238243
46,0.76526386
47,-0.8487875
48,-1.3637817
49,1.2363602
50,-0.7916491
51,0.07841219
52,-1.2091887
53,2.2756824
54,1.2260972
55,0.46692437
56,1.9337983
57,-0.7553628
58,-0.74658275
59,1.842345
60,0.23970082
61,1.0899073
62,0.1930399
63,0.028440325
64,-2.8789804
65,-0.1037647
66,-2.8319936
67,-2.512777
68,-1.6480248
69,2.888896
70,1.6480213
71,0.2451313
72,1.3212658
73,2.8977008
74,-0.8535389
75,-2.6115625
76,0.22849123
77,1.9584453
78,0.13098331
79,1.4240971
80,2.3933566
81,1.8486861
82,-0.5985436
83,0.9638658
84,0.71884525
85,0.68732905
86,1.4152021
87,1.9789015
88,-2.5454953
89,0.29904598
90,-1.477614
91,0.036005996
92,2.9255366
93,0.5479847
94,-1.5111926
95,-1.1308664
96,-0.75725895
97,1.726828
98,0.69273317
99,0.7245181
