feature,relevance
0,-0.91861176
1,-2.2652
2,-2.4654133
3,1.4164492
4,-0.8497531
5,-1.7068862
6,-0.87304235
7,-3.7508302
8,-2.5407693
9,-3.7141335
10,0.10816233
11,-1.6428875
12,1.2320261
13,-0.062051877
14,-3.3385348
15,-0.41885397
16,-2.2870722
17,-1.153378
18,-0.39725095
19,-2.314348
20,0.82627434
21,-0.431721
22,-0.81343776
23,-3.735857
24,-1.750645
25,-2.331502
26,1.164868
27,1.9574288
28,-0.6192481
29,-3.7096229
30,-3.3352053
31,1.0767484
32,-2.8043091
33,1.9658588
34,-3.7898436
35,0.93642014
36,-0.7849524
37,-1.8241161
38,-1.7454894
39,-2.082259
40,0.71666443
41,-2.37816
42,-0.6850092
43,-2.4481835
44,2.0193725
45,1.4505566
46,-0.24142966
47,-1.8162627
48,-2.321549
49,0.27072358
50,-1.7682453
51,-0.82490855
52,-2.134032
53,1.3142111
54,0.28706685
55,-0.47565928
56,0.9929431
57,-1.6857265
58,-1.6704042
59,0.9378064
60,-0.7603227
61,0.117888644
62,-0.7482173
63,-0.90583456
64,-3.7499511
65,-1.0532155
66,-3.736143
67,-3.4361866
68,-2.6124718
69,1.9531306
70,0.69059217
71,-0.66051346
72,0.34024808
73,1.9431301
74,-1.8094676
75,-3.5296206
76,-0.7571087
77,1.0346162
78,-0.8109481
79,0.44541824
80,1.4565095
81,0.9297096
82,-1.5243766
83,0.026263608
84,-0.139049
85,-0.2645586
86,0.41194704
87,1.0493683
88,-3.4631987
89,-0.6449769
90,-2.4036534
91,-0.93292505
92,1.9415427
93,-0.41953135
94,-2.4886525
95,-2.0859058
96,-1.7236583
97,0.73352915
98,-0.2876709
99,-0.2794412
