feature,relevance
0,-0.29927686
1,-1.6624948
2,-3.5316813
3,2.2681477
4,-0.28172043
5,-1.2901287
6,-0.32348067
7,-3.698703
8,-2.2059515
9,-3.6515102
10,0.8800987
11,-1.2239287
12,2.0539844
13,0.69797695
14,-3.2494462
15,0.25408962
16,-1.6750121
17,-0.5655613
18,-1.0777357
19,-1.8276987
20,1.6052276
21,0.3047185
22,-0.19591898
23,-3.632473
24,-1.3237563
25,-1.9373267
26,1.9860917
27,2.2643287
28,-0.0031223893
29,-3.6790912
30,-3.1167123
31,1.9199944
32,-2.4753454
33,2.8093026
34,-3.7194085
35,1.7418232
36,-0.19122171
37,-1.3590115
38,-2.7352939
39,-1.749775
40,1.5113059
41,-1.7645177
42,-0.098160215
43,-1.9796605
44,2.876993
45,2.3103182
46,0.5151945
47,-2.813424
48,-1.9415456
49,1.0322634
50,-1.3080945
51,-0.27399066
52,-1.775001
53,2.1288483
54,1.0493488
55,0.17901327
56,1.8025517
57,-1.1786968
58,-1.1838604
59,0.84083813
60,-0.072675325
61,0.8410005
62,-1.53641
63,-0.32843512
64,-3.700889
65,-0.45577228
66,-3.6197705
67,-3.2589266
68,-2.3428645
69,2.7789562
70,1.5426551
71,-0.0029267904
72,1.0734994
73,2.8034635
74,-2.7650254
75,-3.4090843
76,-0.106937736
77,1.8506976
78,-0.21681911
79,1.2096004
80,1.5504644
81,1.7663025
82,-1.0592083
83,0.742167
84,0.51901436
85,0.45590138
86,1.2437718
87,1.8155382
88,-3.387991
89,-0.03466282
90,-2.1407351
91,-0.26023695
92,2.8462484
93,-1.1281915
94,-2.172493
95,-1.7053907
96,-1.2729936
97,1.5496888
98,0.43409613
99,0.442018
