position,examination
0,0.0
1,-0.5537949
2,-0.8716864
3,-1.0756772
4,-1.2337298
5,-1.3780351
6,-1.4846296
7,-1.6443175
8,-1.7176145
9,-1.8226429
10,-1.8702819
11,-1.9629773
12,-2.0307827
13,-2.0702949
14,-2.2032294
15,-2.2366037
16,-2.3122368
17,-2.3443975
18,-2.4080498
19,-2.39158
20,-2.4698093
21,-2.4702091
22,-2.442447
23,-2.3427424
24,-2.1358223
