position,examination
0,0.0
1,-0.73781466
2,-1.1171865
3,-1.421453
4,-1.6172103
5,-1.8243861
6,-1.9704174
7,-2.0736923
8,-2.1952236
9,-2.305705
10,-2.3847384
11,-2.5084784
12,-2.5323255
13,-2.6353889
14,-2.6575303
15,-2.7594438
16,-2.8371365
17,-2.8872473
18,-2.9587502
19,-2.960823
20,-3.0561492
21,-3.144197
22,-3.1824
23,-3.1938455
24,-3.231433
