position,examination
0,0.0
1,-0.6374775
2,-0.98358727
3,-1.2519194
4,-1.3801515
5,-1.635869
6,-1.7569122
7,-1.843428
8,-1.9517809
9,-2.0863764
10,-2.130241
11,-2.2196374
12,-2.3219795
13,-2.3636453
14,-2.4495935
15,-2.5191545
16,-2.5215166
17,-2.5900128
18,-2.667782
19,-2.6926043
20,-2.7456226
21,-2.7529848
22,-2.8132043
23,-2.8174756
24,-2.8902175
