position,examination
0,0.0
1,-0.6989744
2,-1.100358
3,-1.3688164
4,-1.6026073
5,-1.784603
6,-1.9333076
7,-2.0535142
8,-2.1873696
9,-2.279938
10,-2.3890877
11,-2.4400623
12,-2.554307
13,-2.636923
14,-2.6727107
15,-2.7236447
16,-2.7628388
17,-2.9088464
18,-2.8921084
19,-2.9766393
20,-3.0135462
21,-3.0712621
22,-3.1123974
23,-3.147224
24,-3.169301
