feature,relevance
0,3.0937047
1,2.0002203
2,1.2513433
3,-0.7055377
4,0.7700512
5,-0.8263862
6,1.0555959
7,-1.1817424
8,1.7906597
9,0.6184809
10,-1.0923632
11,-2.6870615
12,-1.4246562
13,1.2168084
14,0.98665434
15,-0.62219507
16,3.2131186
17,-0.5873242
18,-0.11925594
19,-2.5249076
20,1.9681304
21,3.0857527
22,0.22182077
23,2.3027349
24,1.1930685
25,-2.0486376
26,-0.5539201
27,-0.23277114
28,2.6803956
29,-0.673834
30,-1.6551574
31,0.11333784
32,1.8602045
33,-0.7926615
34,-2.0567257
35,-0.34508935
36,-0.6112409
37,1.0470808
38,-0.70414644
39,2.9973578
40,0.19950244
41,2.670121
42,-1.0993676
43,-1.5315948
44,2.6110756
45,-2.3459368
46,0.5994125
47,-2.0314243
48,-2.5026505
49,1.1421038
50,2.8924325
51,1.9115973
52,-0.6546006
53,-0.8396962
54,-1.2540565
55,0.5598252
56,1.5248111
57,-2.1352212
58,0.9452965
59,1.858235
60,2.2873151
61,0.9040918
62,-0.83925563
63,0.9639961
64,0.8715745
65,-2.589442
66,-2.3926938
67,-2.356335
68,0.90289545
69,2.128176
70,4.4000344
71,0.31542945
72,-0.9893709
73,-0.6799006
74,-0.9298927
75,-1.1334592
76,-0.37770748
77,0.58598095
78,-2.2070334
79,0.07069962
80,0.08863374
81,1.9718295
82,3.0297694
83,-1.2834822
84,-0.035180047
85,1.4615848
86,1.2778122
87,3.0649693
88,-0.10550899
89,-0.72351784
90,-0.90249664
91,-0.9242081
92,-2.376595
93,-0.7561875
94,-1.5623837
95,2.0977523
96,3.0734978
97,-1.3718088
98,-1.133052
99,1.5762441
