position,examination
0,0.0
1,-0.62126637
2,-0.98429716
3,-1.2801435
4,-1.499327
5,-1.628059
6,-1.8010285
7,-1.8976868
8,-2.0043995
9,-2.0967343
10,-2.1917143
11,-2.267345
12,-2.363009
13,-2.4541206
14,-2.5012279
15,-2.543987
16,-2.64652
17,-2.6692958
18,-2.68815
19,-2.757707
20,-2.7880077
21,-2.8589153
22,-2.8836362
23,-2.9474697
24,-2.952224
