feature,relevance
0,0.803921
1,-0.27942622
2,-1.1397116
3,-2.8623674
4,-1.2570642
5,-3.1064656
6,-1.0568286
7,-3.307957
8,-1.735047
9,-1.6938704
10,-3.2279375
11,-4.656471
12,-3.6398826
13,-0.88993585
14,-1.0508788
15,-2.8560562
16,-0.3681221
17,-2.8925583
18,-2.209756
19,-4.673513
20,-0.1506415
21,0.7984915
22,-2.0855372
23,-0.11757494
24,-2.4264734
25,-3.948671
26,-2.8973262
27,-2.5823853
28,0.2161265
29,-2.6993132
30,-3.8142278
31,-1.7709876
32,-1.6581843
33,-2.9193733
34,-4.062859
35,-2.4798963
36,-2.6814132
37,-1.0415602
38,-2.965312
39,0.8580227
40,-2.2492256
41,-0.8757621
42,-3.108425
43,-3.7537444
44,0.35117176
45,-4.802557
46,-1.6105556
47,-4.2415314
48,-4.6852026
49,-1.0208274
50,0.5946461
51,-1.343257
52,-2.7049105
53,-3.0794017
54,-3.5539162
55,-1.5982417
56,-0.749302
57,-4.606655
58,-1.1375087
59,-0.32680482
60,0.21406671
61,-1.2801253
62,-3.0852563
63,-1.1902496
64,-1.3880501
65,-4.8091645
66,-4.4698462
67,-4.500277
68,-1.2014058
69,-1.4157534
70,0.79605246
71,-1.8264362
72,-3.0698526
73,-2.7679448
74,-3.0925622
75,-3.3818767
76,-2.756785
77,-1.5514339
78,-4.339303
79,-2.2294436
80,-2.1691797
81,-0.18852602
82,0.7066729
83,-3.521134
84,-2.1690178
85,-0.5938461
86,-0.902333
87,-0.5198746
88,-2.2374933
89,-2.9741042
90,-3.094401
91,-2.9112139
92,-4.6525135
93,-3.049989
94,-3.6974566
95,-0.06616129
96,0.85654867
97,-3.9870925
98,-3.1428168
99,-1.9386232
