position,examination
0,0.0
1,-0.6614171
2,-1.0150709
3,-1.2734898
4,-1.4799149
5,-1.6481204
6,-1.7648479
7,-1.9166956
8,-2.0033503
9,-2.1203878
10,-2.2078397
11,-2.2959805
12,-2.3764367
13,-2.4171762
14,-2.5129347
15,-2.5682065
16,-2.6184697
17,-2.6877415
18,-2.722148
19,-2.7690969
20,-2.8344994
21,-2.8308911
22,-2.932485
23,-2.9852133
24,-3.0161061
