position,examination
0,0.0
1,-0.68439925
2,-1.0921172
3,-1.3712876
4,-1.5694911
5,-1.7467345
6,-1.8802942
7,-2.007682
8,-2.1182504
9,-2.2292187
10,-2.3056676
11,-2.367426
12,-2.4613986
13,-2.5120268
14,-2.5723433
15,-2.6219933
16,-2.681829
17,-2.7166095
18,-2.7615125
19,-2.8306577
20,-2.8822608
21,-2.895336
22,-2.9697978
23,-2.9948814
24,-3.1018105
