feature,relevance
0,2.923956
1,1.8682916
2,1.1617639
3,-0.8493445
4,0.89421916
5,-0.8715394
6,0.8829486
7,-1.0881443
8,0.6371971
9,0.5875266
10,-0.8924928
11,-2.5278058
12,-1.6337507
13,1.1950771
14,1.0932374
15,-0.8932501
16,1.5055382
17,-0.82491094
18,-0.11713601
19,-2.4069204
20,1.8037819
21,2.7364004
22,-0.0124999015
23,2.1293912
24,-0.21767624
25,-1.8399904
26,-0.6389353
27,-0.4310952
28,2.3738337
29,-0.6262858
30,-1.9305924
31,0.27277288
32,0.6769627
33,-0.6954527
34,-1.8487995
35,-0.35522023
36,-0.42056128
37,0.973854
38,-0.98256415
39,2.8842702
40,-0.110638775
41,1.419003
42,-1.0075306
43,-1.5778782
44,2.3936884
45,-2.618404
46,0.50380254
47,-2.0865338
48,-2.6084714
49,1.2253711
50,2.6911635
51,0.72357476
52,-0.5388339
53,-0.91404694
54,-1.3629085
55,0.6773365
56,1.3224685
57,-2.3779469
58,0.86913425
59,1.7154534
60,2.175261
61,0.8100552
62,-0.8724517
63,0.9544691
64,0.8390654
65,-2.5354538
66,-2.1642058
67,-2.477519
68,0.86995995
69,0.6489087
70,2.882461
71,0.4549634
72,-0.8925779
73,-0.71118027
74,-0.9461375
75,-1.0900505
76,-0.4441151
77,0.59269917
78,-2.161651
79,-0.24717276
80,0.04291195
81,1.9191751
82,2.8685308
83,-1.2648959
84,0.12962796
85,1.3562921
86,1.1442856
87,1.6519443
88,-0.10275046
89,-0.6141468
90,-0.9456839
91,-0.9891121
92,-2.526064
93,-0.79390824
94,-1.4899511
95,1.8294691
96,2.8020391
97,-1.6280897
98,-0.8368949
99,0.055511463
