feature,relevance
0,0.83950716
1,-0.06397691
2,-0.7842851
3,-2.8677158
4,-1.2173245
5,-2.9546185
6,-1.024504
7,-3.2138374
8,-1.4541881
9,-1.5682032
10,-3.1078136
11,-4.489568
12,-3.440749
13,-0.74334365
14,-0.84848815
15,-2.7883537
16,-0.23830043
17,-2.7850266
18,-2.0298622
19,-4.4332476
20,-0.106925264
21,0.7502435
22,-2.0135746
23,0.089188874
24,-2.2580569
25,-3.7117167
26,-2.7912068
27,-2.544846
28,0.37520534
29,-2.5457666
30,-3.7662463
31,-1.8425653
32,-1.53073
33,-2.7133937
34,-3.9794743
35,-2.2786882
36,-2.5587184
37,-0.87214273
38,-2.795519
39,0.8186752
40,-2.0350869
41,-0.5345436
42,-2.9458187
43,-3.5609064
44,0.40536493
45,-4.533929
46,-1.4956033
47,-4.1820955
48,-4.5537443
49,-0.78737324
50,0.5770727
51,-1.3097596
52,-2.5064073
53,-2.9750319
54,-3.3773694
55,-1.318685
56,-0.62893224
57,-4.3721614
58,-1.0957756
59,-0.30529177
60,0.22904098
61,-1.1336927
62,-2.8755667
63,-1.2061616
64,-1.1409273
65,-4.6730576
66,-4.3360367
67,-4.405862
68,-0.9237817
69,-1.3116693
70,0.7839046
71,-1.8947408
72,-2.9873643
73,-2.8118396
74,-2.8246715
75,-3.124647
76,-2.4690657
77,-1.3841658
78,-4.210106
79,-2.2556334
80,-1.8708513
81,-0.104898974
82,0.8471485
83,-3.3074927
84,-2.059553
85,-0.5767325
86,-0.68384504
87,-0.25997627
88,-2.0993593
89,-2.763125
90,-2.8667586
91,-2.8799496
92,-4.601722
93,-2.8381038
94,-3.483235
95,-0.06756407
96,0.81482667
97,-3.869858
98,-2.9939878
99,-1.8332667
