feature,relevance
0,2.882971
1,1.8918312
2,1.0805954
3,-0.619949
4,2.2334487
5,-0.7993082
6,0.9447775
7,-1.0142248
8,0.48229325
9,0.45744783
10,-0.8161528
11,-2.2024086
12,-1.3018945
13,1.1015995
14,2.5321906
15,-0.74166965
16,1.6440848
17,-0.7012015
18,-0.15658092
19,-2.1373732
20,1.8014508
21,2.8172982
22,0.056540914
23,2.0344481
24,-0.09129797
25,-1.5541528
26,-0.6201674
27,-0.34398216
28,3.5420544
29,-0.5636703
30,-1.4760131
31,0.16891882
32,0.5711559
33,-0.72405285
34,-1.7353805
35,-0.29746184
36,-0.48730725
37,1.027383
38,-0.6746422
39,4.0262218
40,0.022492394
41,1.3095752
42,-0.9743884
43,-1.3187419
44,3.7498047
45,-2.1688902
46,0.38195097
47,-1.8499153
48,-2.246727
49,1.1524934
50,2.54055
51,0.58003056
52,-0.42750913
53,-0.75859827
54,-1.2006507
55,0.73084944
56,1.4211941
57,-2.0901248
58,0.9246067
59,2.9957528
60,2.0577815
61,0.85558414
62,-0.6963268
63,2.3028612
64,0.8300575
65,-2.2268865
66,-1.9166857
67,-2.2628531
68,0.91318935
69,0.65786254
70,2.8503058
71,0.43108132
72,-0.87162256
73,-0.6794763
74,-0.73461217
75,-0.87129015
76,-0.4699131
77,2.059901
78,-1.8711714
79,-0.1369001
80,-0.036022536
81,1.9684399
82,2.8190367
83,-1.1494426
84,0.021608777
85,2.7211568
86,1.178121
87,1.5934347
88,-0.14659563
89,-0.64192104
90,-0.7170472
91,-0.72910607
92,-2.2115386
93,-0.8519714
94,-1.2764274
95,1.8353206
96,4.0462046
97,-1.5237573
98,-0.93053645
99,0.14552051
