feature,relevance
0,2.524058
1,1.6510459
2,0.8447328
3,-1.1070484
4,0.00975249
5,-1.2197622
6,0.776475
7,-1.5655962
8,0.28614244
9,0.15264109
10,-1.3518058
11,-2.932603
12,-1.8848001
13,0.9608025
14,0.36627316
15,-1.015784
16,1.4549953
17,-1.0689238
18,-0.35048118
19,-2.8618605
20,1.6111621
21,2.5529666
22,-0.13125597
23,1.7728914
24,-0.45836914
25,-2.1827023
26,-1.0918783
27,-0.8632915
28,1.7172099
29,-0.9851572
30,-2.1985486
31,-0.12551993
32,0.31836763
33,-1.1579673
34,-2.3031218
35,-0.6618415
36,-0.94316727
37,0.7443822
38,-1.1198525
39,2.391898
40,-0.36755404
41,1.1246239
42,-1.3592235
43,-1.9238039
44,1.9371334
45,-2.8669863
46,0.23877746
47,-2.4221854
48,-2.8954842
49,0.82250863
50,2.3506615
51,0.41947028
52,-0.95079726
53,-1.2879345
54,-1.7097999
55,0.42841324
56,1.1290579
57,-2.7827003
58,0.7150352
59,0.9936616
60,1.8868686
61,0.59220034
62,-1.1962324
63,0.13038054
64,0.5067146
65,-2.9104111
66,-2.6218474
67,-2.9630463
68,0.79341894
69,0.39639977
70,2.5908403
71,-0.057034776
72,-1.3747422
73,-1.0365742
74,-1.3292637
75,-1.3868561
76,-0.7774832
77,-0.09162471
78,-2.5469553
79,-0.42052224
80,-0.23421818
81,1.5847244
82,2.6555302
83,-1.8603187
84,-0.26951957
85,0.81187063
86,0.9713144
87,1.3735883
88,-0.3424993
89,-1.0529135
90,-1.2603652
91,-1.165421
92,-2.9170883
93,-1.1497271
94,-1.8390833
95,1.6097895
96,2.3959458
97,-2.222599
98,-1.2952442
99,-0.08791691
