feature,relevance
0,2.5307376
1,1.6748691
2,0.89186525
3,-0.8965837
4,0.6356441
5,-0.971084
6,0.8323357
7,-1.2634379
8,0.34037125
9,0.24908265
10,-1.1096896
11,-2.537068
12,-1.5756552
13,0.9975158
14,0.90765
15,-0.8073602
16,1.482349
17,-0.86396265
18,-0.24834931
19,-2.4582596
20,1.6435878
21,2.5627797
22,-0.00585822
23,1.7907772
24,-0.33643654
25,-1.8384932
26,-0.8815634
27,-0.6715152
28,2.000854
29,-0.7833525
30,-1.8804584
31,-0.022983268
32,0.38750106
33,-0.94086754
34,-1.9496975
35,-0.47210005
36,-0.73057604
37,0.7836225
38,-0.8924624
39,2.5952413
40,-0.24592736
41,1.1589652
42,-1.1130888
43,-1.6222348
44,2.2049854
45,-2.4624367
46,0.29678065
47,-2.0692472
48,-2.5000489
49,0.87086403
50,2.3627455
51,0.48533225
52,-0.73113734
53,-1.0601479
54,-1.4237099
55,0.49953967
56,1.1767495
57,-2.3885703
58,0.7797972
59,1.377201
60,1.9047439
61,0.6576098
62,-0.97589564
63,0.7175502
64,0.5672749
65,-2.513119
66,-2.2373614
67,-2.5684652
68,0.83647954
69,0.4662292
70,2.6015034
71,0.063719265
72,-1.1245403
73,-0.82059306
74,-1.1041832
75,-1.1366158
76,-0.62899625
77,0.54592663
78,-2.1690075
79,-0.2631728
80,-0.12985961
81,1.6058792
82,2.6668231
83,-1.5399642
84,-0.12721947
85,1.2641795
86,1.0277722
87,1.4033962
88,-0.23111409
89,-0.83307576
90,-1.0319121
91,-0.940815
92,-2.5212886
93,-0.9493198
94,-1.526681
95,1.6354464
96,2.5989602
97,-1.8651711
98,-1.069649
99,-0.011058137
