position,examination
0,0.0
1,-0.6123956
2,-0.98436546
3,-1.2747066
4,-1.4922448
5,-1.6182293
6,-1.7839508
7,-1.9010652
8,-2.0167332
9,-2.1132407
10,-2.2205963
11,-2.2814913
12,-2.3933442
13,-2.4340131
14,-2.5160487
15,-2.5592043
16,-2.5911455
17,-2.663352
18,-2.7343435
19,-2.7458315
20,-2.8093748
21,-2.8375516
22,-2.9190257
23,-2.964951
24,-2.9848578
