feature,relevance
0,-0.85390157
1,-1.744843
2,-2.1428432
3,1.1708561
4,-0.27385342
5,-0.9896346
6,-0.31065392
7,-3.8727043
8,-1.7884879
9,-3.245709
10,-0.15993938
11,-1.3110781
12,1.2679175
13,0.5088242
14,-3.5074563
15,0.048782367
16,-1.8080968
17,-0.3602741
18,-0.03257137
19,-1.4282774
20,1.4520835
21,0.07126463
22,-0.10778478
23,-3.2982428
24,-1.1285852
25,-2.279714
26,1.9631056
27,2.2993455
28,-0.96199286
29,-3.7516832
30,-2.7722037
31,0.7716486
32,-2.0513291
33,1.9966433
34,-3.742341
35,1.5062798
36,-0.30224353
37,-1.1902012
38,-1.5016686
39,-1.4706703
40,1.5041891
41,-1.9204218
42,-0.06869273
43,-2.3397257
44,1.7655684
45,1.94798
46,0.3273366
47,-1.459342
48,-1.4224143
49,-0.0207243
50,-1.0399809
51,-0.40743995
52,-2.399309
53,1.0134751
54,0.8243712
55,0.13409826
56,1.0136458
57,-0.84843576
58,-0.9346173
59,1.237252
60,-0.66884726
61,-0.14765844
62,-0.3903005
63,-0.05974004
64,-3.7730312
65,-0.33629206
66,-3.5239131
67,-2.9742594
68,-2.0772805
69,2.4849782
70,1.2706887
71,-0.17916712
72,1.2285116
73,2.4041138
74,-1.4547948
75,-3.7060924
76,0.12586424
77,1.1180179
78,-0.22661783
79,0.082558185
80,1.7815596
81,1.0079985
82,-0.7053883
83,0.92541
84,0.33357868
85,0.2245921
86,0.17768857
87,1.5667256
88,-3.5690174
89,-0.057479944
90,-2.820999
91,-0.43214703
92,2.0396085
93,-0.14000802
94,-1.8850491
95,-2.4960651
96,-1.265003
97,1.60355
98,0.505352
99,0.38823155
